original_text,processed_text,sentiment,confidence
"Agree, this gives Princess Diaries. I love it. My heart sank with ""Take my hand now, let's figure it out""... i hope this song is a foreshadowing of the happy memories we'll making with love and deepspace and not just be ridden with depressive stuff.",agree this gives princess diaries i love it my heart sank with take my hand now lets figure it out i hope this song is a foreshadowing of the happy memories well making with love and deepspace and not just be ridden with depressive stuff,POSITIVE,0.9997542500495911
Who's the vocalist???,whos the vocalist,POSITIVE,0.9920796751976013
ASLI CAKEP BANGET JATUH CINTA,asli cakep banget jatuh cinta,NEGATIVE,0.971364438533783
The way i accidentally sing a love story by T-Swift,the way i accidentally sing a love story by tswift,NEGATIVE,0.9990150928497314
Put this song on spotify🙏🏻🥺,put this song on spotifyfolded hands light skin tonepleading face,NEGATIVE,0.9821418523788452
"My friend suggested I listen to this song. At first, I was sceptical, but it is a nice song.",my friend suggested i listen to this song at first i was sceptical but it is a nice song,POSITIVE,0.9994581341743469
"I can’t lose this song after the event has ended. I need it as a clock alarm, as a background song when I clean up, when I am in love, when I drive my car, I need it when I sleep and always and forever 😭🫶🏻🫶🏻🫶🏻🫶🏻✨",i cant lose this song after the event has ended i need it as a clock alarm as a background song when i clean up when i am in love when i drive my car i need it when i sleep and always and forever loudly crying faceheart hands light skin toneheart hands light skin toneheart hands light skin toneheart hands light skin tonesparkles,NEGATIVE,0.9628473520278931
"this is so beautiful to listen to, i need this song to be available on spotify",this is so beautiful to listen to i need this song to be available on spotify,POSITIVE,0.9998189806938171
Spotify please😢😢,spotify pleasecrying facecrying face,POSITIVE,0.673936665058136
"Estoy obsesionada con esta canción, me encanta! Es una vibra dulce  (⁠つ⁠✧⁠ω⁠✧⁠)⁠つ",estoy obsesionada con esta canción me encanta es una vibra dulce つωつ,NEGATIVE,0.9193082451820374
"It's as if Barbie x Taylor Swift in 2000s - 2010s era had a collab.
Really love this one! I could listen to it all day. ❤",its as if barbie x taylor swift in 2000s 2010s era had a collab really love this one i could listen to it all day red heart,POSITIVE,0.996587872505188
I love this song🥺❤️,i love this songpleading facered heart,POSITIVE,0.9997432827949524
"God, this is probably one of my favorite songs to come out of this game

Let's hope there are many more bangers to come!",god this is probably one of my favorite songs to come out of this game lets hope there are many more bangers to come,POSITIVE,0.9975411891937256
pls put this on spotify,pls put this on spotify,POSITIVE,0.9118439555168152
In loop before bed🤍,in loop before bedwhite heart,NEGATIVE,0.8297061324119568
THIS IS ONE OF MY MOST FAV LOVE AND DEEPSPACE BGM 😭 I NEED THIS ON SPOTIFY SO BAD PLSSS,this is one of my most fav love and deepspace bgm loudly crying face i need this on spotify so bad plsss,NEGATIVE,0.9960438013076782
Really really love this song 😍✨💖💖,really really love this song smiling face with hearteyessparklessparkling heartsparkling heart,POSITIVE,0.999771773815155
Me encanta ✨,me encanta sparkles,POSITIVE,0.9998781681060791
this feels like believe of barbie... SO REFRESHING AND IN LOVE,this feels like believe of barbie so refreshing and in love,POSITIVE,0.9997960925102234
I wish the artist was credited. It doesn't seem fair to them especially given how beautifully they performed.,i wish the artist was credited it doesnt seem fair to them especially given how beautifully they performed,NEGATIVE,0.9961432814598083
SUBELE A ESA ROLA! 🗣🗣🗣📢📢,subele a esa rola speaking headspeaking headspeaking headloudspeakerloudspeaker,NEGATIVE,0.9825897216796875
I need this on Spotify!!!!,i need this on spotify,NEGATIVE,0.9466119408607483
Who's singing???,whos singing,POSITIVE,0.9984138011932373
This song is beautiful. 😭😭😭❤❤❤,this song is beautiful loudly crying faceloudly crying faceloudly crying facered heartred heartred heart,POSITIVE,0.9770569205284119
🥰 This song is so pretty! I love it! It’s my Home Screen music in the game now.,smiling face with hearts this song is so pretty i love it its my home screen music in the game now,POSITIVE,0.9998769760131836
This is officially my new favorite song. ❤,this is officially my new favorite song red heart,POSITIVE,0.9996590614318848
I wanna cry for some reason,i wanna cry for some reason,NEGATIVE,0.9845927357673645
Lagunya candu banget woii,lagunya candu banget woii,NEGATIVE,0.9840303659439087
I love this ost so much ❤,i love this ost so much red heart,POSITIVE,0.9998348951339722
SUKA BANGET LAGUNYA,suka banget lagunya,NEGATIVE,0.6939345002174377
This is by far my favourite ost now,this is by far my favourite ost now,POSITIVE,0.9971638321876526
I love song 🥰❤️,i love song smiling face with heartsred heart,POSITIVE,0.9998728036880493
Hi hellooo but I don’t know how to reach you. There are some of us that cant plant the verdant rebirth because of an error. Please help. We are stuck on the tutorials,hi hellooo but i dont know how to reach you there are some of us that cant plant the verdant rebirth because of an error please help we are stuck on the tutorials,NEGATIVE,0.9984968900680542
PLS I LOVE THIS SONG SO MUCHH,pls i love this song so muchh,POSITIVE,0.9997883439064026
Spotify when? 😭😭,spotify when loudly crying faceloudly crying face,NEGATIVE,0.9864048957824707
"I need this downloadable, as a ringtone, and as a physical CD 😭❤",i need this downloadable as a ringtone and as a physical cd loudly crying facered heart,NEGATIVE,0.9942899942398071
IT'S BEEN 6 DAYS I PLAY THIS SONG EVERY. SINGLE. MORNING. OMG I LOVE THIS SONG 😭🎀💖🧚🏻‍♀️✨,its been 6 days i play this song every single morning omg i love this song loudly crying faceribbonsparkling heartwoman fairy light skin tonesparkles,POSITIVE,0.9709304571151733
imagine waking up and this is ur alarm,imagine waking up and this is ur alarm,NEGATIVE,0.9870603084564209
MY new favorite song!!!❤,my new favorite songred heart,POSITIVE,0.9991029500961304
Infold out here singlehandedly healing our inner feminine. Please put this on Spotify asap 💖💖💖🥹✨✨✨😭😭,infold out here singlehandedly healing our inner feminine please put this on spotify asap sparkling heartsparkling heartsparkling heartface holding back tearssparklessparklessparklesloudly crying faceloudly crying face,POSITIVE,0.9812650084495544
I need a Enna cover of this,i need a enna cover of this,NEGATIVE,0.9698986411094666
song is so good and so beautiful for no reason 😢,song is so good and so beautiful for no reason crying face,POSITIVE,0.9998794794082642
Post it on Spotify already pleaseeeeeeee,post it on spotify already pleaseeeeeeee,NEGATIVE,0.960979163646698
We need it on spotify!!! Pleaseeee!!,we need it on spotify pleaseeee,NEGATIVE,0.6981046199798584
This song like barbie soundtrack vibes. My favorite sound aaaa,this song like barbie soundtrack vibes my favorite sound aaaa,POSITIVE,0.9131803512573242
you have no idea how much i like this song its so addicting,you have no idea how much i like this song its so addicting,NEGATIVE,0.6124643087387085
Idk why but this song gives me Tinkerbell vibes,idk why but this song gives me tinkerbell vibes,POSITIVE,0.9907840490341187
The guitar notes sound like Love Story by Taylor swift. I love this song,the guitar notes sound like love story by taylor swift i love this song,POSITIVE,0.9998329877853394
"Listing Love and Deepspace as both the Lyricist and Composer is kinda weird tho 😅 If they don't want to reveal it then it might be better to not list it at all, just say all rights belong to L&D",listing love and deepspace as both the lyricist and composer is kinda weird tho grinning face with sweat if they dont want to reveal it then it might be better to not list it at all just say all rights belong to ld,NEGATIVE,0.9790230393409729
"Damn i really like it to be just a fangirl of this game. Yes, let it be romantic, let it be wild, let it be cringe!
I don‘t care. I am addicted and broke, hahaha!",damn i really like it to be just a fangirl of this game yes let it be romantic let it be wild let it be cringe i dont care i am addicted and broke hahaha,POSITIVE,0.8643859624862671
I'm glad to see the comments and know I'm not the only one who got a burst of Disney x Barbie nostalgia from this song. It's SO good!,im glad to see the comments and know im not the only one who got a burst of disney x barbie nostalgia from this song its so good,POSITIVE,0.9993313550949097
Tremenda rola,tremenda rola,NEGATIVE,0.5589870810508728
I GOT ADDICTED😭🫶✨,i got addictedloudly crying faceheart handssparkles,NEGATIVE,0.9937042593955994
"The guitar in the bridge 👌😌 this song is such a banger, I’ve been opening the game just to listen to it lol",the guitar in the bridge ok handrelieved face this song is such a banger ive been opening the game just to listen to it lol,POSITIVE,0.9609712362289429
Its giving barbie and i need it injected in my veins,its giving barbie and i need it injected in my veins,NEGATIVE,0.9425145983695984
❤ i love this song its like i am in a dream world,red heart i love this song its like i am in a dream world,POSITIVE,0.9998493194580078
Put it on Spotify please😭,put it on spotify pleaseloudly crying face,NEGATIVE,0.991442859172821
SPOTIFY WHENNN,spotify whennn,NEGATIVE,0.6960941553115845
This is like old Taylor Swift and 2000s Barbie in one. Wedding playlist list updated….🙈💖,this is like old taylor swift and 2000s barbie in one wedding playlist list updatedseenoevil monkeysparkling heart,POSITIVE,0.5581421256065369
Please make the storage low of this app so i can play again infold,please make the storage low of this app so i can play again infold,NEGATIVE,0.9992383718490601
udah berapa kali muter ni lagu😍tolong rilis di spotify 😗,udah berapa kali muter ni lagusmiling face with hearteyestolong rilis di spotify kissing face,NEGATIVE,0.9442629218101501
"Nih lagu ter favorit gw di game LaDs sih... suka banget anjir❤❤, terimakasih sudah membuat lagu ini awwww love banyak banyak",nih lagu ter favorit gw di game lads sih suka banget anjirred heartred heart terimakasih sudah membuat lagu ini awwww love banyak banyak,POSITIVE,0.9222970604896545
"Single loop for 3 days.😊😊😊No matter how sad, the moment I hear this song my heart will become warm and full of love",single loop for 3 dayssmiling face with smiling eyessmiling face with smiling eyessmiling face with smiling eyesno matter how sad the moment i hear this song my heart will become warm and full of love,POSITIVE,0.9994553923606873
